OTU	ASVs
OTU803	ASV1530
OTU804	ASV1527
OTU805	ASV2648, ASV1550
OTU806	ASV1539
OTU807	ASV1531
OTU808	ASV1547
OTU809	ASV1540
OTU810	ASV1544, ASV1852, ASV2644
OTU811	ASV1538
OTU812	ASV1541
OTU813	ASV1529
OTU814	ASV1528
OTU815	ASV1549, ASV1691
OTU816	ASV1552
OTU817	ASV1536
OTU818	ASV1543
OTU819	ASV1553
OTU820	ASV1556, ASV2099, ASV3879
OTU821	ASV1569
OTU822	ASV1571
OTU823	ASV204, ASV1582
OTU824	ASV1554
OTU825	ASV1576
OTU826	ASV1580
OTU827	ASV1578
OTU828	ASV1583
OTU829	ASV1577, ASV3942
OTU830	ASV1592
OTU831	ASV1570
OTU832	ASV1579, ASV3113
OTU833	ASV1591
OTU834	ASV1584, ASV2549
OTU835	ASV1595, ASV2914, ASV3215
OTU836	ASV1573
OTU837	ASV1585
OTU838	ASV1588
OTU839	ASV1587
OTU840	ASV1593
OTU841	ASV1572, ASV2736
OTU842	ASV1602
OTU843	ASV1586, ASV2463, ASV3207, ASV3228, ASV4001
OTU844	ASV1612, ASV1765
OTU845	ASV1609
OTU846	ASV1597, ASV3768
OTU847	ASV1611
OTU848	ASV1600, ASV2206
OTU849	ASV1604, ASV1893, ASV2613
OTU850	ASV1619
OTU851	ASV1621, ASV1988
OTU852	ASV1626
OTU853	ASV1624
OTU854	ASV1632
OTU855	ASV1620, ASV3101
OTU856	ASV1615, ASV1636, ASV2329, ASV2323, ASV2566, ASV2745
OTU857	ASV1616
OTU858	ASV1639, ASV3617
OTU859	ASV1617, ASV1649, ASV2255
OTU860	ASV1627
OTU861	ASV1613
OTU862	ASV1622
OTU863	ASV1610, ASV1925
OTU864	ASV1608, ASV1857
OTU865	ASV1635
OTU866	ASV1630
OTU867	ASV1650
OTU868	ASV1628
OTU869	ASV1643
OTU870	ASV1641
OTU871	ASV1638
OTU872	ASV1652
OTU873	ASV1640, ASV2789
OTU874	ASV1645, ASV3549
OTU875	ASV1623
OTU876	ASV1660, ASV1924
OTU877	ASV1646, ASV2907
OTU878	ASV1644, ASV4022
OTU879	ASV1654
OTU880	ASV1662, ASV2480
OTU881	ASV1647, ASV1734, ASV3401
OTU882	ASV1664
OTU883	ASV1661, ASV1958, ASV3193, ASV3687, ASV3733
OTU884	ASV1663
OTU885	ASV1673, ASV2920, ASV3126, ASV3407, ASV3878, ASV3890
OTU886	ASV1670, ASV2050
OTU887	ASV1681
OTU888	ASV1669
OTU889	ASV1687
OTU890	ASV1676
OTU891	ASV1695, ASV3298
OTU892	ASV1666
OTU893	ASV1685
OTU894	ASV1686, ASV2972
OTU895	ASV1682, ASV2179
OTU896	ASV1688
OTU897	ASV1702, ASV3196, ASV3259
OTU898	ASV1698, ASV2476, ASV2515
OTU899	ASV1689
OTU900	ASV1710
OTU901	ASV1699
OTU902	ASV1684
OTU903	ASV1694
OTU904	ASV1692
OTU905	ASV1683, ASV2404
OTU906	ASV1707
OTU907	ASV1708
OTU908	ASV1700
OTU909	ASV1706
OTU910	ASV1722
OTU911	ASV1711
OTU912	ASV1709
OTU913	ASV1713
OTU914	ASV1705
OTU915	ASV1719
OTU916	ASV1725
OTU917	ASV1720
OTU918	ASV1716
OTU919	ASV1703
OTU920	ASV1701
OTU921	ASV1735, ASV3891
OTU922	ASV1729
OTU923	ASV1726
OTU924	ASV1721
OTU925	ASV1741, ASV3309
OTU926	ASV1738
OTU927	ASV1733
OTU928	ASV1727
OTU929	ASV1728
OTU930	ASV1757
OTU931	ASV1743, ASV2886
OTU932	ASV1731
OTU933	ASV1745
OTU934	ASV1748
OTU935	ASV1758
OTU936	ASV1752
OTU937	ASV1764
OTU938	ASV1754
OTU939	ASV1759
OTU940	ASV1732
OTU941	ASV1746
OTU942	ASV1749
OTU943	ASV1750
OTU944	ASV1762
OTU945	ASV1777
OTU946	ASV1775
OTU947	ASV1747
OTU948	ASV1769
OTU949	ASV1774, ASV3010
OTU950	ASV1773
OTU951	ASV1776, ASV2126, ASV2576, ASV3197
OTU952	ASV1768
OTU953	ASV1798
OTU954	ASV1789
OTU955	ASV1781
OTU956	ASV1802
OTU957	ASV1787
OTU958	ASV1783
OTU959	ASV1786, ASV2133, ASV2175, ASV2581
OTU960	ASV1785
OTU961	ASV1804
OTU962	ASV1794
OTU963	ASV1779
OTU964	ASV1796
OTU965	ASV1805
OTU966	ASV1784, ASV2007
OTU967	ASV1790
OTU968	ASV1791, ASV2018
OTU969	ASV1809
OTU970	ASV1815
OTU971	ASV1792
OTU972	ASV1801
OTU973	ASV1812, ASV2040
OTU974	ASV1806, ASV2509, ASV2793, ASV3635
OTU975	ASV1817, ASV2417
OTU976	ASV1816
OTU977	ASV1808, ASV3195
OTU978	ASV1797
OTU979	ASV1810
OTU980	ASV1807
OTU981	ASV1820
OTU982	ASV1826, ASV2283, ASV3247
OTU983	ASV1851
OTU984	ASV1828
OTU985	ASV1819
OTU986	ASV1823
OTU987	ASV1811
OTU988	ASV1824
OTU989	ASV1831
OTU990	ASV1829
OTU991	ASV1837
OTU992	ASV1846
OTU993	ASV1833, ASV3877
OTU994	ASV1838
OTU995	ASV1832
OTU996	ASV1821, ASV2197
OTU997	ASV1845, ASV2319
OTU998	ASV1840
OTU999	ASV145, ASV875, ASV1114, ASV1843
OTU1000	ASV1847
OTU1001	ASV1848
OTU1002	ASV1867, ASV2076
OTU1003	ASV1864
OTU1004	ASV1860
OTU1005	ASV1844
OTU1006	ASV1870
OTU1007	ASV1866
OTU1008	ASV1879, ASV1891, ASV4035
OTU1009	ASV1859
OTU1010	ASV1861
OTU1011	ASV1871, ASV2162, ASV3534, ASV3634
OTU1012	ASV1876
OTU1013	ASV1863, ASV2209
OTU1014	ASV1855, ASV2327, ASV2796, ASV3336, ASV3389
OTU1015	ASV1881
OTU1016	ASV1878
OTU1017	ASV1868
OTU1018	ASV1887
OTU1019	ASV1874
OTU1020	ASV1884
OTU1021	ASV1872, ASV2758, ASV3621
OTU1022	ASV1886
OTU1023	ASV1875
OTU1024	ASV1883, ASV3172
OTU1025	ASV1862, ASV2614
OTU1026	ASV1877
OTU1027	ASV1895
OTU1028	ASV1902
OTU1029	ASV1907, ASV3625
OTU1030	ASV1906
OTU1031	ASV1914
OTU1032	ASV1897
OTU1033	ASV1903
OTU1034	ASV1890
OTU1035	ASV1909
OTU1036	ASV1915
OTU1037	ASV1392, ASV1892
OTU1038	ASV1919
OTU1039	ASV1905
OTU1040	ASV1908
OTU1041	ASV1920
OTU1042	ASV1933
OTU1043	ASV67, ASV1930
OTU1044	ASV1940, ASV3230
OTU1045	ASV1916
OTU1046	ASV1921, ASV3483
OTU1047	ASV1917
OTU1048	ASV1931
OTU1049	ASV1910
OTU1050	ASV1926, ASV2354, ASV4049
OTU1051	ASV1934, ASV2616
OTU1052	ASV1928
OTU1053	ASV1918, ASV3984
OTU1054	ASV1927, ASV3084
OTU1055	ASV1949, ASV3106, ASV3941
OTU1056	ASV1948
OTU1057	ASV1944
OTU1058	ASV1937, ASV3866, ASV3872
OTU1059	ASV1951, ASV3995
OTU1060	ASV1952
OTU1061	ASV1935
OTU1062	ASV1938
OTU1063	ASV1932
OTU1064	ASV1955
OTU1065	ASV1946
OTU1066	ASV1947, ASV3507
OTU1067	ASV1953
OTU1068	ASV1945
OTU1069	ASV1972
OTU1070	ASV1976
OTU1071	ASV1973
OTU1072	ASV1962
OTU1073	ASV1956
OTU1074	ASV1981
OTU1075	ASV1980, ASV3936
OTU1076	ASV1974
OTU1077	ASV1983
OTU1078	ASV1969, ASV3548
OTU1079	ASV1986
OTU1080	ASV1978
OTU1081	ASV1977, ASV2219
OTU1082	ASV1999
OTU1083	ASV1985
OTU1084	ASV1993
OTU1085	ASV1996, ASV2006
OTU1086	ASV1991
OTU1087	ASV2004
OTU1088	ASV1959
OTU1089	ASV2000
OTU1090	ASV2003
OTU1091	ASV2001
OTU1092	ASV1997
OTU1093	ASV1995
OTU1094	ASV2022
OTU1095	ASV2019
OTU1096	ASV2026
OTU1097	ASV2011
OTU1098	ASV2017, ASV2239
OTU1099	ASV1771, ASV2027
OTU1100	ASV2012
OTU1101	ASV2014, ASV2444
OTU1102	ASV2033
OTU1103	ASV2013
OTU1104	ASV1960
OTU1105	ASV2025, ASV2446, ASV2710, ASV3007
OTU1106	ASV2034
OTU1107	ASV2044
OTU1108	ASV2023
OTU1109	ASV2037, ASV3915
OTU1110	ASV2030
OTU1111	ASV2039
OTU1112	ASV2036
OTU1113	ASV2032
OTU1114	ASV2045
OTU1115	ASV2049
OTU1116	ASV2038, ASV2374
OTU1117	ASV2053, ASV3031
OTU1118	ASV2035
OTU1119	ASV2055, ASV3675
OTU1120	ASV2057
OTU1121	ASV2065
OTU1122	ASV2060
OTU1123	ASV2047
OTU1124	ASV2066, ASV3760
OTU1125	ASV2048
OTU1126	ASV2080
OTU1127	ASV2061, ASV3817
OTU1128	ASV2072
OTU1129	ASV2068
OTU1130	ASV2079
OTU1131	ASV2383, ASV2063
OTU1132	ASV2071
OTU1133	ASV2064
OTU1134	ASV2062
OTU1135	ASV2087
OTU1136	ASV457, ASV2090
OTU1137	ASV1856, ASV2078
OTU1138	ASV2083
OTU1139	ASV2084
OTU1140	ASV2088
OTU1141	ASV2046, ASV3118
OTU1142	ASV2077
OTU1143	ASV2097
OTU1144	ASV2067, ASV3238
OTU1145	ASV2091
OTU1146	ASV2085
OTU1147	ASV2069
OTU1148	ASV2092
OTU1149	ASV2096
OTU1150	ASV2103
OTU1151	ASV2098
OTU1152	ASV2105
OTU1153	ASV2093
OTU1154	ASV2106
OTU1155	ASV2108
OTU1156	ASV2118
OTU1157	ASV2116, ASV3327
OTU1158	ASV2102
OTU1159	ASV2121, ASV2543
OTU1160	ASV2123, ASV3620
OTU1161	ASV2109
OTU1162	ASV2117
OTU1163	ASV2115
OTU1164	ASV2119
OTU1165	ASV2124, ASV2784
OTU1166	ASV2131
OTU1167	ASV2129
OTU1168	ASV2128, ASV2403
OTU1169	ASV564, ASV2132
OTU1170	ASV2122, ASV2837
OTU1171	ASV2139
OTU1172	ASV2134
OTU1173	ASV2127
OTU1174	ASV2130, ASV2167
OTU1175	ASV2146
OTU1176	ASV2147, ASV2598
OTU1177	ASV2144
OTU1178	ASV2149
OTU1179	ASV2148
OTU1180	ASV2135
OTU1181	ASV2152
OTU1182	ASV2154
OTU1183	ASV2157
OTU1184	ASV2165
OTU1185	ASV2164
OTU1186	ASV2153
OTU1187	ASV2170
OTU1188	ASV2168
OTU1189	ASV2156
OTU1190	ASV2188, ASV2979
OTU1191	ASV2166
OTU1192	ASV2172, ASV3243
OTU1193	ASV2169
OTU1194	ASV2161
OTU1195	ASV2158
OTU1196	ASV2176
OTU1197	ASV2182
OTU1198	ASV2184
OTU1199	ASV2163
OTU1200	ASV2190
OTU1201	ASV1546, ASV2187, ASV2759, ASV3311
OTU1202	ASV2189
OTU1203	ASV2180
OTU1204	ASV2178
OTU1205	ASV2191, ASV2790
OTU1206	ASV2192, ASV2954
OTU1207	ASV2186, ASV2532
OTU1208	ASV2203
OTU1209	ASV2213, ASV3464
OTU1210	ASV2195
OTU1211	ASV2194
OTU1212	ASV2212
OTU1213	ASV2210
OTU1214	ASV2214
OTU1215	ASV2227, ASV2819
OTU1216	ASV2224
OTU1217	ASV2230, ASV3108
OTU1218	ASV2215, ASV3738
OTU1219	ASV2246
OTU1220	ASV2220, ASV2966
OTU1221	ASV2233
OTU1222	ASV2229
OTU1223	ASV2242
OTU1224	ASV2232
OTU1225	ASV2228
OTU1226	ASV2216
OTU1227	ASV2234
OTU1228	ASV2237
OTU1229	ASV2231
OTU1230	ASV2258
OTU1231	ASV2241, ASV2263
OTU1232	ASV2238
OTU1233	ASV2252
OTU1234	ASV2250
OTU1235	ASV2249
OTU1236	ASV2253
OTU1237	ASV2235
OTU1238	ASV2251
OTU1239	ASV2254, ASV2626
OTU1240	ASV2262
OTU1241	ASV2264
OTU1242	ASV2245
OTU1243	ASV2221, ASV2260, ASV3543
OTU1244	ASV2267
OTU1245	ASV2248
OTU1246	ASV2244
OTU1247	ASV2261
OTU1248	ASV2243
OTU1249	ASV2270
OTU1250	ASV2265
OTU1251	ASV2259
OTU1252	ASV2274
OTU1253	ASV2266
OTU1254	ASV2276
OTU1255	ASV2280
OTU1256	ASV2292
OTU1257	ASV2286
OTU1258	ASV2295
OTU1259	ASV2291
OTU1260	ASV2279
OTU1261	ASV2236
OTU1262	ASV2277
OTU1263	ASV2289
OTU1264	ASV2282
OTU1265	ASV2273
OTU1266	ASV2302
OTU1267	ASV2305
OTU1268	ASV2306
OTU1269	ASV2299
OTU1270	ASV2318
OTU1271	ASV2310
OTU1272	ASV2312
OTU1273	ASV2314
OTU1274	ASV2284, ASV2891
OTU1275	ASV2331
OTU1276	ASV2316
OTU1277	ASV2311
OTU1278	ASV2290, ASV2552
OTU1279	ASV2320
OTU1280	ASV2008, ASV2324
OTU1281	ASV2333
OTU1282	ASV2321
OTU1283	ASV2317
OTU1284	ASV2332
OTU1285	ASV2308, ASV2829
OTU1286	ASV2337
OTU1287	ASV2340
OTU1288	ASV2335, ASV3932
OTU1289	ASV2345
OTU1290	ASV2347
OTU1291	ASV2349, ASV2579
OTU1292	ASV2298
OTU1293	ASV2344
OTU1294	ASV2353
OTU1295	ASV2366
OTU1296	ASV2363, ASV3304
OTU1297	ASV2358, ASV3011
OTU1298	ASV2339
OTU1299	ASV2365, ASV2832, ASV2939
OTU1300	ASV2348, ASV3745
OTU1301	ASV2360
OTU1302	ASV2362
OTU1303	ASV2367
OTU1304	ASV2334
OTU1305	ASV2357, ASV3614
OTU1306	ASV2352, ASV2484, ASV3943
OTU1307	ASV2346
OTU1308	ASV2336
OTU1309	ASV2371
OTU1310	ASV2370
OTU1311	ASV2341
OTU1312	ASV2375
OTU1313	ASV2372, ASV2488
OTU1314	ASV2379, ASV2672, ASV3066, ASV3633, ASV3734
OTU1315	ASV2378
OTU1316	ASV2376, ASV3923
OTU1317	ASV2385, ASV3297
OTU1318	ASV2380
OTU1319	ASV2390
OTU1320	ASV2381, ASV2398, ASV2869
OTU1321	ASV2399
OTU1322	ASV2407
OTU1323	ASV547, ASV2411
OTU1324	ASV2397
OTU1325	ASV2406
OTU1326	ASV2405, ASV2673
OTU1327	ASV2388
OTU1328	ASV2395
OTU1329	ASV2409, ASV3593
OTU1330	ASV2400
OTU1331	ASV2402
OTU1332	ASV2401
OTU1333	ASV2419
OTU1334	ASV2387
OTU1335	ASV2418
OTU1336	ASV2413
OTU1337	ASV2420
OTU1338	ASV2415
OTU1339	ASV2439
OTU1340	ASV2424
OTU1341	ASV2433
OTU1342	ASV2436
OTU1343	ASV2429
OTU1344	ASV2389
OTU1345	ASV2421, ASV2856, ASV4054
OTU1346	ASV2426
OTU1347	ASV2441
OTU1348	ASV2452
OTU1349	ASV2437
OTU1350	ASV2428, ASV2690, ASV3206
OTU1351	ASV2440
OTU1352	ASV2455, ASV3352
OTU1353	ASV2425
OTU1354	ASV2448
OTU1355	ASV2422
OTU1356	ASV2445
OTU1357	ASV2457
OTU1358	ASV2450
OTU1359	ASV2454
OTU1360	ASV2464
OTU1361	ASV2461
OTU1362	ASV2465
OTU1363	ASV2475
OTU1364	ASV2468
OTU1365	ASV2471, ASV3683
OTU1366	ASV2474
OTU1367	ASV2477
OTU1368	ASV2459, ASV2633, ASV3291
OTU1369	ASV2473
OTU1370	ASV2492
OTU1371	ASV2466
OTU1372	ASV2467
OTU1373	ASV2491
OTU1374	ASV2487
OTU1375	ASV2479
OTU1376	ASV2503
OTU1377	ASV2501
OTU1378	ASV2499
OTU1379	ASV2502, ASV3184
OTU1380	ASV2495
OTU1381	ASV2478
OTU1382	ASV2512
OTU1383	ASV2510
OTU1384	ASV2506
OTU1385	ASV2498
OTU1386	ASV2511
OTU1387	ASV2507
OTU1388	ASV2489
OTU1389	ASV2514
OTU1390	ASV2518
OTU1391	ASV2508
OTU1392	ASV2493
OTU1393	ASV2531
OTU1394	ASV2497
OTU1395	ASV2504
OTU1396	ASV2521
OTU1397	ASV2534
OTU1398	ASV2522
OTU1399	ASV2513
OTU1400	ASV2530
OTU1401	ASV2540
OTU1402	ASV2541, ASV2741
OTU1403	ASV2524
OTU1404	ASV2550
OTU1405	ASV2538, ASV3258
OTU1406	ASV2535
OTU1407	ASV2529
OTU1408	ASV2542
OTU1409	ASV2544, ASV3703
OTU1410	ASV2548
OTU1411	ASV2553
OTU1412	ASV2536
OTU1413	ASV2560
OTU1414	ASV2562
OTU1415	ASV2545
OTU1416	ASV2533
OTU1417	ASV2568
OTU1418	ASV2554
OTU1419	ASV2528
OTU1420	ASV2558
OTU1421	ASV2556
OTU1422	ASV2539
OTU1423	ASV2557
OTU1424	ASV2571
OTU1425	ASV2572
OTU1426	ASV2546
OTU1427	ASV2564
OTU1428	ASV2561
OTU1429	ASV2580
OTU1430	ASV2594
OTU1431	ASV2570
OTU1432	ASV2574, ASV3378, ASV3930
OTU1433	ASV2567
OTU1434	ASV2563
OTU1435	ASV2593
OTU1436	ASV2597
OTU1437	ASV2586
OTU1438	ASV2599, ASV3431
OTU1439	ASV2587
OTU1440	ASV2596
OTU1441	ASV2604, ASV3174
OTU1442	ASV2584
OTU1443	ASV2595
OTU1444	ASV2603
OTU1445	ASV2602
OTU1446	ASV2617
OTU1447	ASV2612, ASV2870
OTU1448	ASV2615
OTU1449	ASV2607
OTU1450	ASV2608
OTU1451	ASV2623
OTU1452	ASV2618, ASV3169
OTU1453	ASV2631, ASV3370
OTU1454	ASV2611
OTU1455	ASV2629
OTU1456	ASV2630
OTU1457	ASV2620, ASV2875
OTU1458	ASV2609
OTU1459	ASV2634, ASV3558
OTU1460	ASV2624
OTU1461	ASV1034, ASV2520, ASV2622
OTU1462	ASV2643
OTU1463	ASV2639
OTU1464	ASV2641
OTU1465	ASV2642
OTU1466	ASV2606
OTU1467	ASV2636
OTU1468	ASV2645
OTU1469	ASV2654
OTU1470	ASV2632
OTU1471	ASV2635, ASV3165
OTU1472	ASV2658
OTU1473	ASV2653
OTU1474	ASV2650
OTU1475	ASV2660
OTU1476	ASV2646
OTU1477	ASV2657
OTU1478	ASV2656
OTU1479	ASV2663
OTU1480	ASV2659
OTU1481	ASV2655
OTU1482	ASV2652, ASV3721
OTU1483	ASV2649
OTU1484	ASV2664
OTU1485	ASV2661
OTU1486	ASV2651
OTU1487	ASV2670
OTU1488	ASV2671
OTU1489	ASV2666
OTU1490	ASV2676
OTU1491	ASV2680
OTU1492	ASV2685
OTU1493	ASV2674, ASV3256, ASV3895
OTU1494	ASV2665, ASV2778
OTU1495	ASV2683
OTU1496	ASV2667
OTU1497	ASV2697
OTU1498	ASV2688
OTU1499	ASV2681
OTU1500	ASV2662
OTU1501	ASV2686
OTU1502	ASV2696, ASV3018
OTU1503	ASV2679, ASV3521
OTU1504	ASV2684
OTU1505	ASV2701
OTU1506	ASV2689
OTU1507	ASV2700
OTU1508	ASV2702
OTU1509	ASV2698
OTU1510	ASV2704, ASV3560
OTU1511	ASV2693, ASV3156, ASV3726
OTU1512	ASV2706
OTU1513	ASV2707
OTU1514	ASV2712
OTU1515	ASV2694, ASV3386, ASV3535
OTU1516	ASV2682
OTU1517	ASV2716
OTU1518	ASV2691
OTU1519	ASV2705
OTU1520	ASV2713
OTU1521	ASV2719
OTU1522	ASV2720, ASV2880
OTU1523	ASV2726
OTU1524	ASV2724
OTU1525	ASV2699
OTU1526	ASV2732, ASV3312
OTU1527	ASV2714
OTU1528	ASV2727
OTU1529	ASV2730
OTU1530	ASV2715
OTU1531	ASV2725
OTU1532	ASV2721
OTU1533	ASV2735
OTU1534	ASV2718
OTU1535	ASV2728
OTU1536	ASV2738
OTU1537	ASV2739
OTU1538	ASV2717, ASV3141
OTU1539	ASV2734, ASV3595
OTU1540	ASV2740
OTU1541	ASV2709
OTU1542	ASV2752
OTU1543	ASV2742
OTU1544	ASV2723
OTU1545	ASV2687
OTU1546	ASV2737
OTU1547	ASV2769
OTU1548	ASV2755
OTU1549	ASV2744
OTU1550	ASV2749, ASV3033
OTU1551	ASV2765
OTU1552	ASV2763
OTU1553	ASV2764
OTU1554	ASV2762
OTU1555	ASV2766
OTU1556	ASV2756
OTU1557	ASV2774
OTU1558	ASV2770
OTU1559	ASV2767
OTU1560	ASV2751
OTU1561	ASV332, ASV2782
OTU1562	ASV2776
OTU1563	ASV2771
OTU1564	ASV2775
OTU1565	ASV2780
OTU1566	ASV2768
OTU1567	ASV2783
OTU1568	ASV2786
OTU1569	ASV2777
OTU1570	ASV2794
OTU1571	ASV2795, ASV3486
OTU1572	ASV2800, ASV3099
OTU1573	ASV2799
OTU1574	ASV2773
OTU1575	ASV2810
OTU1576	ASV2788
OTU1577	ASV2772
OTU1578	ASV2806
OTU1579	ASV2805
OTU1580	ASV2801
OTU1581	ASV2798
OTU1582	ASV2803
OTU1583	ASV2797
OTU1584	ASV2814
OTU1585	ASV2804
OTU1586	ASV2813
OTU1587	ASV2792
OTU1588	ASV2818
OTU1589	ASV2816
OTU1590	ASV2821
OTU1591	ASV2822
OTU1592	ASV2815
OTU1593	ASV2809
OTU1594	ASV2817
OTU1595	ASV2825
OTU1596	ASV2826
OTU1597	ASV2807
OTU1598	ASV2827
OTU1599	ASV2830
OTU1600	ASV2824
OTU1601	ASV2820
OTU1602	ASV2833
OTU1603	ASV2839
OTU1604	ASV2834
OTU1605	ASV2838
OTU1606	ASV2846
OTU1607	ASV2823
OTU1608	ASV2840
OTU1609	ASV2842
OTU1610	ASV2843
OTU1611	ASV2835
OTU1612	ASV2847
OTU1613	ASV2841
OTU1614	ASV2868
OTU1615	ASV2855, ASV3149
OTU1616	ASV2836
OTU1617	ASV2848, ASV3735
OTU1618	ASV2854
OTU1619	ASV2858
OTU1620	ASV2860, ASV3366
OTU1621	ASV2864
OTU1622	ASV2850
OTU1623	ASV2863
OTU1624	ASV2871
OTU1625	ASV2857
OTU1626	ASV2865
OTU1627	ASV2877
OTU1628	ASV2849
OTU1629	ASV2872
OTU1630	ASV2876
OTU1631	ASV2866
OTU1632	ASV2879
OTU1633	ASV2873
OTU1634	ASV2874
OTU1635	ASV2887
OTU1636	ASV2883
OTU1637	ASV2884
OTU1638	ASV2889
OTU1639	ASV2882
OTU1640	ASV2893
OTU1641	ASV2905
OTU1642	ASV2897
OTU1643	ASV2898
OTU1644	ASV2881
OTU1645	ASV2888, ASV3884
OTU1646	ASV2904
OTU1647	ASV2902
OTU1648	ASV2906
OTU1649	ASV2894
OTU1650	ASV2899
OTU1651	ASV2901
OTU1652	ASV2896
OTU1653	ASV2911
OTU1654	ASV2909
OTU1655	ASV2912
OTU1656	ASV2900
OTU1657	ASV2910, ASV3091
OTU1658	ASV2918
OTU1659	ASV2919
OTU1660	ASV2923
OTU1661	ASV2892
OTU1662	ASV2937
OTU1663	ASV2926
OTU1664	ASV2930
OTU1665	ASV2935
OTU1666	ASV2932
OTU1667	ASV2940
OTU1668	ASV2944
OTU1669	ASV2938
OTU1670	ASV2908
OTU1671	ASV2929
OTU1672	ASV2936
OTU1673	ASV2949
OTU1674	ASV2931
OTU1675	ASV2927
OTU1676	ASV2952
OTU1677	ASV2950
OTU1678	ASV2953
OTU1679	ASV2928
OTU1680	ASV2933
OTU1681	ASV2963, ASV3604
OTU1682	ASV2951
OTU1683	ASV2958
OTU1684	ASV2961
OTU1685	ASV2956
OTU1686	ASV2943
OTU1687	ASV2946
OTU1688	ASV2970
OTU1689	ASV2945
OTU1690	ASV2955, ASV3789
OTU1691	ASV2960
OTU1692	ASV2969
OTU1693	ASV2942, ASV3493
OTU1694	ASV2977
OTU1695	ASV2973
OTU1696	ASV2964, ASV3883
OTU1697	ASV2983
OTU1698	ASV2959
OTU1699	ASV2980
OTU1700	ASV2967
OTU1701	ASV2987
OTU1702	ASV2985
OTU1703	ASV2986
OTU1704	ASV2981
OTU1705	ASV2995
OTU1706	ASV2993
OTU1707	ASV2991, ASV3130
OTU1708	ASV2994
OTU1709	ASV2997
OTU1710	ASV2992
OTU1711	ASV2988
OTU1712	ASV3008
OTU1713	ASV2996
OTU1714	ASV3001
OTU1715	ASV2990
OTU1716	ASV3002
OTU1717	ASV3015
OTU1718	ASV3017
OTU1719	ASV2998
OTU1720	ASV3006
OTU1721	ASV3000
OTU1722	ASV3004
OTU1723	ASV3014
OTU1724	ASV3016
OTU1725	ASV3021
OTU1726	ASV3024
OTU1727	ASV3027
OTU1728	ASV3009
OTU1729	ASV3032
OTU1730	ASV3026
OTU1731	ASV1101, ASV3025
OTU1732	ASV2982
OTU1733	ASV3029
OTU1734	ASV3039
OTU1735	ASV3043
OTU1736	ASV3037
OTU1737	ASV3055
OTU1738	ASV3052
OTU1739	ASV3053
OTU1740	ASV3041
OTU1741	ASV3045
OTU1742	ASV3060
OTU1743	ASV3051
OTU1744	ASV3042
OTU1745	ASV3073
OTU1746	ASV3069
OTU1747	ASV3057
OTU1748	ASV3074
OTU1749	ASV3054
OTU1750	ASV3050
OTU1751	ASV3046, ASV3791
OTU1752	ASV3062
OTU1753	ASV3047
OTU1754	ASV3056
OTU1755	ASV3076
OTU1756	ASV3071
OTU1757	ASV3068
OTU1758	ASV3034
OTU1759	ASV3048
OTU1760	ASV3064
OTU1761	ASV3040
OTU1762	ASV3058
OTU1763	ASV3078
OTU1764	ASV3075
OTU1765	ASV3079
OTU1766	ASV3067
OTU1767	ASV3070
OTU1768	ASV3072
OTU1769	ASV3061, ASV3727
OTU1770	ASV3085
OTU1771	ASV3082
OTU1772	ASV3089
OTU1773	ASV3090
OTU1774	ASV3115
OTU1775	ASV3103
OTU1776	ASV3093
OTU1777	ASV3110
OTU1778	ASV3086
OTU1779	ASV3088
OTU1780	ASV3087
OTU1781	ASV3109
OTU1782	ASV3098
OTU1783	ASV3096
OTU1784	ASV3100
OTU1785	ASV3120, ASV4055
OTU1786	ASV3104
OTU1787	ASV3117
OTU1788	ASV3121
OTU1789	ASV3095
OTU1790	ASV3116
OTU1791	ASV3119
OTU1792	ASV3107
OTU1793	ASV3077
OTU1794	ASV3128
OTU1795	ASV3114
OTU1796	ASV3136, ASV3813
OTU1797	ASV3132
OTU1798	ASV3125
OTU1799	ASV3135
OTU1800	ASV3124
OTU1801	ASV3094, ASV3647, ASV3933
OTU1802	ASV3139
OTU1803	ASV3138
OTU1804	ASV3134
OTU1805	ASV3131
OTU1806	ASV3137
OTU1807	ASV3147
OTU1808	ASV3140, ASV3818
OTU1809	ASV3143
OTU1810	ASV3112
OTU1811	ASV3152
OTU1812	ASV3155
OTU1813	ASV3146
OTU1814	ASV3154
OTU1815	ASV3148
OTU1816	ASV3153
OTU1817	ASV1303, ASV3163
OTU1818	ASV3151
OTU1819	ASV3157
OTU1820	ASV3133
OTU1821	ASV3144
OTU1822	ASV3159
OTU1823	ASV3142
OTU1824	ASV3158
OTU1825	ASV3168
OTU1826	ASV3150
OTU1827	ASV3185, ASV4006
OTU1828	ASV3170
OTU1829	ASV3162
OTU1830	ASV3179
OTU1831	ASV3183
OTU1832	ASV3180
OTU1833	ASV3181
OTU1834	ASV3173
OTU1835	ASV3191
OTU1836	ASV3190
OTU1837	ASV3182
OTU1838	ASV3192
OTU1839	ASV3186
OTU1840	ASV3177, ASV3432
OTU1841	ASV3202
OTU1842	ASV3167
OTU1843	ASV3200
OTU1844	ASV3178
OTU1845	ASV3187
OTU1846	ASV3201, ASV3410
OTU1847	ASV3189
OTU1848	ASV3194
OTU1849	ASV3209
OTU1850	ASV3188
OTU1851	ASV3221
OTU1852	ASV3217
OTU1853	ASV3208
OTU1854	ASV3203
OTU1855	ASV3210
OTU1856	ASV3213
OTU1857	ASV3220
