#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU280	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU281	SS|0.9500|UDB01387694|SH1039471.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU282	GS|0.0|None;No hit	No hit	No hit	No hit
OTU284	SS|1.0000|MN733714|SH0844334.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella luteola	k:Fungi,p:Basidiomycota,c:Dacrymycetes,o:Dacrymycetales,f:Dacrymycetaceae,g:Dacryopinax,s:Dacryopinax lowyi	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella,s:Hannaella luteola	No hit
OTU285	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU286	GS|0.0|None;No hit	No hit	No hit	No hit
OTU287	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia chrysomelidarum	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia chrysomelidarum	No hit
OTU288	SS|1.0000|MF346767|SH0755482.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria tenuissima	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU289	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU290	SS|0.8600|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium sinuosum	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU291	GS|74.1|KU581093|SH1043932.10FU;k:Fungi	k:Fungi	No hit	No hit
OTU294	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma taiwanense	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Lentitheciaceae,g:Poaceascoma,s:Poaceascoma taiwanense	No hit
OTU295	GSL|100.0|GU943487|SH0880192.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU296	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU297	SS|1.0000|JX862206|SH1027543.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Myxospora	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Myrothecium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Myxospora	No hit
OTU298	SS|0.9600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales,f:Rhytismataceae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Rhytismatales,f:Rhytismataceae	No hit
OTU299	GS|0.0|None;No hit	No hit	No hit	No hit
OTU300	SS|0.8300|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora musae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit
OTU301	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae,g:Blastobotrys	No hit	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae,g:Blastobotrys	No hit
OTU302	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU303	GS|100.0|KC574082|SH1004412.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula glutinis	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula glutinis	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula	No hit
OTU304	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Hyphopichia,s:Hyphopichia burtonii	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Hyphopichia,s:Hyphopichia burtonii	No hit
OTU305	GS|0.0|None;No hit	No hit	No hit	No hit
OTU306	SS|0.8900|None;k:Fungi	No hit	k:Fungi	No hit
OTU307	SS|1.0000|OM899949|SH0731278.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium polyphialidicum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium equiseti	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium polyphialidicum	No hit
OTU308	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
OTU309	SS|0.8600|MK109902|SH0853906.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Magnusiomyces,s:Magnusiomyces clavatus	k:Fungi,p:Ascomycota	No hit
OTU310	SS|1.0000|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Caespitomonium,s:Caespitomonium euphorbiae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Caespitomonium,s:Caespitomonium euphorbiae	No hit
OTU311	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Roussoella,s:Roussoella siamensis	No hit	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Roussoella,s:Roussoella siamensis	No hit
OTU313	SS|0.8700|None;k:Fungi,p:Ascomycota	No hit	k:Fungi,p:Ascomycota	No hit
OTU315	GS|0.0|None;No hit	No hit	No hit	No hit
OTU316	SS|0.8900|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota	No hit
OTU317	SS|1.0000|None;k:Fungi,p:Ascomycota	No hit	k:Fungi,p:Ascomycota	No hit
OTU318	GS|0.0|None;No hit	No hit	No hit	No hit
OTU319	SS|0.9400|OQ581866|SH0970166.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium solani	k:Fungi,p:Ascomycota	No hit
OTU320	SS|1.0000|OQ692427|SH0926084.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Musicillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Verticillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Musicillium	No hit
OTU321	SS|1.0000|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Lectera	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Plectosphaerella,s:Plectosphaerella cucumerina	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Lectera	No hit
OTU322	SS|1.0000|KX268664|SH0886968.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Debaryomyces	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU323	SS|1.0000|JF793528|SH0971514.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Ophiosphaerella,s:Ophiosphaerella agrostidis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Ophiosphaerella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Ophiosphaerella,s:Ophiosphaerella agrostidis	No hit
OTU326	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium,s:Simplicillium formicidae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium,s:Simplicillium formicidae	No hit
OTU327	SS|0.8400|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae	No hit	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae	No hit
OTU329	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Stilbocrea,s:Stilbocrea gracilipes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Simplicillium	No hit
OTU331	GS|0.0|None;No hit	No hit	No hit	No hit
OTU332	SS|1.0000|MG826982|SH0895523.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia exosporioides	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU333	SS|0.9900|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces,s:Sporobolomyces bannaensis	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces,s:Sporobolomyces bannaensis	No hit
OTU334	SS|0.9900|KX279858|SH0949598.10FU;k:Fungi	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi	No hit
OTU335	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU336	SS|0.9800|None;k:Fungi,p:Ascomycota	No hit	k:Fungi,p:Ascomycota	No hit
OTU337	GS|0.0|None;No hit	No hit	No hit	No hit
OTU338	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota	No hit
OTU339	SS|0.8900|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia viticola	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia viticola	No hit
OTU340	GS|100.0|OQ581866|SH0970166.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium solani	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium solani	k:Fungi	No hit
OTU341	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	No hit
OTU342	GS|0.0|None;No hit	No hit	No hit	No hit
OTU343	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota	No hit
OTU344	SS|0.9400|None;k:Fungi	No hit	k:Fungi	No hit
OTU345	SS|0.8800|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU346	GS|100.0|HG936007|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum	No hit
OTU347	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	No hit	No hit
OTU348	SS|0.9500|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium ochrochloron	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae	No hit
OTU349	SS|1.0000|KY587313|SH0731501.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pleiocarpon	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium oxysporum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Pleiocarpon	No hit
OTU350	SS|1.0000|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium aciculare	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium sinuosum	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Cladosporium,s:Cladosporium aciculare	No hit
OTU351	SS|0.8900|MN494141|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU352	GS|70.8|MK894891|SH0995505.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia dekortorum	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia dekortorum	No hit	No hit
OTU353	SS|0.8400|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia	No hit
OTU354	SS|1.0000|MT233283|SH0958843.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cryptococcaceae,g:Cryptococcus,s:Cryptococcus neoformans	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cryptococcaceae,g:Cryptococcus,s:Cryptococcus neoformans	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cryptococcaceae,g:Cryptococcus,s:Cryptococcus neoformans	No hit
OTU355	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus,s:Iodophanus testaceus	No hit	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pezizaceae,g:Iodophanus,s:Iodophanus testaceus	No hit
OTU356	SS|0.9700|MW537736|SH0840318.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Chlorocillium,s:Chlorocillium griseum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Tolypocladium,s:Tolypocladium inusitaticapitatum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Chlorocillium,s:Chlorocillium griseum	No hit
OTU357	SS|0.9700|JX324197|SH0790042.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU358	SS|0.9200|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium incoloratum	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium ochrochloron	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium incoloratum	No hit
OTU359	SS|0.9500|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Devriesia	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU360	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi	No hit
OTU361	SS|0.8700|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae	No hit	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae	No hit
OTU362	SS|1.0000|JN255476|SH0887053.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Meyerozyma	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU363	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota	No hit
OTU364	SS|0.9700|KU582015|SH0983513.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit
OTU365	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Radulidium,s:Radulidium epichloes	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Radulidium,s:Radulidium epichloes	No hit
OTU366	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales	No hit
OTU367	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	No hit
OTU368	SS|0.9500|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
OTU369	SS|1.0000|JQ425407|SH1016454.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cryptococcaceae,g:Cryptococcus	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema	No hit
OTU370	SS|0.9700|None;k:Fungi	No hit	k:Fungi	No hit
OTU371	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma flava	No hit	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Trimorphomycetaceae,g:Saitozyma,s:Saitozyma flava	No hit
OTU372	SS|0.8700|OR523263|SH1012726.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus niger	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus	No hit
OTU373	SS|0.9300|KU582015|SH0983513.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU374	GS|72.0|KT122788|SH0759679.10FU;k:Fungi	k:Fungi	No hit	No hit
OTU375	GS|0.0|None;No hit	No hit	No hit	No hit
OTU376	SS|0.9500|KU580315|SH0821455.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU377	GS|99.5|KM233270|SH0856386.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria alternata	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria,s:Alternaria alternata	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria	No hit
OTU378	SS|0.8900|OM899949|SH0731278.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium chlamydosporum	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium equiseti	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium chlamydosporum	No hit
OTU379	SS|0.9200|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Mrakiaceae,g:Itersonilia,s:Itersonilia perplexans	No hit	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Mrakiaceae,g:Itersonilia,s:Itersonilia perplexans	No hit
OTU380	GS|100.0|AM711370|SH0967365.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales	No hit
