#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11
OTU1344	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1345	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU1346	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1347	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1348	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1349	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU135	0	0	0	0	0	0	0	0	35	18	189	0	0	0	0	0	0
OTU1350	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU1352	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU1353	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0
OTU1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154
OTU1355	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1356	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1357	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1358	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1359	2	0	0	0	39	0	0	0	6	0	0	0	0	0	0	0	0
OTU136	0	213	156	38	3	0	0	0	36	1	223	0	0	13	0	1	0
OTU1361	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1362	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
OTU1363	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1364	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1365	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1366	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1367	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1368	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1369	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU137	7	121	5	51	238	0	0	0	43	18	44	0	0	0	0	0	0
OTU1370	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1371	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
OTU1373	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1374	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1375	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1376	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1377	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1378	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1379	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1380	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU1381	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1383	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
OTU1384	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1385	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1386	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1387	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
OTU1389	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU139	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1390	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1391	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1392	0	0	0	0	0	0	0	0	18	11	7	0	0	0	0	0	0
OTU1393	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1394	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1396	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU1397	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1398	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1399	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU14	44	308	0	0	0	3	0	0	170	210	8328	0	0	0	0	2	0
OTU140	0	0	0	0	31	0	0	0	508	122	489	0	0	0	0	0	0
OTU1400	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1401	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1402	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1403	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1404	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1405	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1406	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1407	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1409	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0
OTU141	0	1	9	50	133	0	14	0	3	0	7	0	0	17	0	251	1
OTU1410	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1411	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU1412	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1413	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU1414	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1415	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1417	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1418	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1419	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU142	0	187	0	0	16	0	12	0	3	0	0	0	0	0	0	2	1
OTU1421	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1422	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1423	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1424	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1425	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1426	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
OTU1427	0	0	0	1	0	0	0	0	120	76	353	0	0	0	0	0	0
OTU1428	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU1429	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1430	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU1431	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0
OTU1432	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1433	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1434	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1435	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1436	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU1437	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1438	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU1439	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU144	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1441	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU1442	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1443	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1446	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1448	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1449	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU145	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0
OTU1450	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1452	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1453	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1455	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1456	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0
OTU1457	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1458	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU1460	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1462	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1463	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1464	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1466	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU1467	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1468	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1469	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU147	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU1471	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1472	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1473	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1474	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1476	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1477	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1479	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1480	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1481	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1482	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1483	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU1486	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1487	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1488	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU149	84	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	194
OTU1490	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1492	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1493	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
OTU1494	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1496	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1497	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1498	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU1499	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0
OTU15	0	0	0	0	0	0	0	0	0	0	0	0	1	7433	0	0	0
OTU150	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	232	0
OTU1500	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1501	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1502	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU1503	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1504	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1505	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU1506	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1509	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU151	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0
OTU1510	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1511	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0
OTU1512	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1513	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1514	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1515	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1516	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1517	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1518	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1519	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU152	0	0	204	15	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1520	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1521	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1524	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1525	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1526	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1527	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1528	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1529	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU153	1	0	0	87	56	0	0	0	32	26	3	0	0	0	0	0	0
OTU1530	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1531	0	593	0	3	3534	0	3	0	57	20	9	0	1	0	0	0	0
OTU1532	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1533	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1534	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU1535	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1536	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0
OTU1537	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
OTU1538	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
OTU1539	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU154	2	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1540	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1541	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1542	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1543	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1548	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1549	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU155	8	0	0	3	134	0	0	0	164	219	44	0	0	0	0	0	0
OTU1550	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1551	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1552	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2
OTU1553	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
OTU1554	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1555	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1556	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1557	0	0	0	0	315	0	0	0	1	0	0	0	0	0	0	0	0
OTU1558	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1559	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU156	0	92	0	2	87	0	0	0	5	1	57	0	0	0	0	0	1
OTU1560	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1561	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1563	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1564	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
OTU1565	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
OTU1566	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1569	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1570	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1571	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1572	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1573	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1576	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU1577	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1578	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU1579	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU158	0	0	234	11	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1580	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1581	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1582	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1583	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1584	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1585	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU1586	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1587	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU1588	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1589	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU159	0	0	2	0	0	0	0	0	4	0	2	0	184	0	0	0	0
OTU1592	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU1593	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU1595	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1596	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1597	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1598	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1599	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU160	0	0	18	6	0	0	0	0	0	0	0	0	0	355	0	0	0
OTU1600	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1601	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1603	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1604	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU1605	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1606	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1607	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1608	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186
OTU1611	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1612	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1613	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU1614	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU1615	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU1617	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1618	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1619	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU162	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0
OTU1620	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU1622	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1623	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
OTU1625	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU1626	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU1627	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
OTU1628	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1629	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU163	0	0	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1630	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1631	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU1632	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1633	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU1634	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1635	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU1636	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1637	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU1639	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1
OTU164	0	117	0	0	0	0	0	0	25	4	41	0	0	0	0	0	0
OTU165	7	0	0	0	0	0	0	0	8	26	129	0	0	0	0	0	0
OTU166	0	122	0	4	36	0	0	0	6	0	0	0	0	0	0	0	0
OTU167	0	156	0	0	0	0	0	0	7	4	3	0	0	0	0	0	0
OTU168	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
OTU169	41	0	0	1	0	154	0	0	0	0	0	0	0	0	0	0	0
OTU17	0	0	0	0	0	0	0	0	0	0	0	0	0	7624	0	0	0
OTU170	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
OTU171	0	0	0	34	173	0	0	0	4	3	0	0	0	0	0	0	0
OTU172	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0
OTU173	0	0	0	0	0	0	0	0	43	27	101	0	0	0	0	0	1
OTU174	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0
OTU175	0	0	0	0	107	0	0	0	46	32	25	0	0	0	0	0	0
OTU176	0	0	23	0	0	0	0	0	0	0	0	0	0	184	0	0	0
OTU178	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU179	0	0	0	0	178	0	0	0	10	0	0	0	0	0	0	0	0
OTU180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151
OTU181	1	0	0	173	66	0	0	0	2	1	3	0	0	0	0	0	0
OTU182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
OTU183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153
OTU184	0	0	5	159	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU186	0	134	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
OTU187	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0
OTU188	0	0	19	163	0	0	0	0	0	0	0	0	0	0	0	0	75
OTU189	0	0	0	0	0	0	0	0	4	0	229	0	0	0	0	0	0
OTU19	6	0	4276	105	0	0	0	0	0	1	18	0	0	0	0	0	1
OTU190	0	0	0	0	0	0	249	0	0	0	8	0	0	0	0	0	0
OTU191	1	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
OTU192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136
OTU193	0	0	0	10	115	0	0	0	11	7	0	0	0	0	0	0	0
OTU194	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	130
OTU197	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0
OTU198	2	0	0	72	48	0	0	0	0	0	0	0	0	0	0	0	0
OTU199	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	165
OTU20	49	224	0	0	0	1	0	0	88	193	3377	0	0	0	1	3	0
OTU200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
OTU201	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0
OTU202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
OTU203	0	0	0	8	2	0	0	0	0	1	168	0	0	52	0	0	0
OTU204	0	59	129	0	0	0	4	0	0	3	23	0	0	0	0	0	0
OTU206	0	0	0	9	125	0	0	0	11	3	0	0	0	0	0	0	0
OTU207	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
OTU21	1	1615	28	163	1223	0	206	0	201	70	46	0	1	1	2	25	4
OTU210	0	11	108	0	0	0	0	0	4	4	219	0	0	16	0	0	0
OTU211	0	0	12	20	20	0	0	0	27	18	193	0	0	0	0	0	0
OTU212	0	88	0	0	1	0	0	0	0	2	21	0	0	0	0	0	0
OTU213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
OTU214	0	0	2	0	0	0	0	0	0	4	121	0	0	0	0	0	0
OTU215	0	0	0	43	101	0	0	0	1	6	21	0	0	1	0	2	0
OTU216	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU217	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0
OTU218	0	0	0	105	0	0	0	0	0	0	24	0	0	0	0	0	0
OTU219	0	0	19	0	0	0	0	0	4	0	99	0	0	0	0	0	0
OTU22	0	0	1	0	0	0	0	0	0	0	11373	0	593	0	552	1	0
OTU220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0
OTU221	2	67	2	0	17	0	0	0	0	10	1	0	0	0	0	0	1
OTU222	0	0	15	72	16	0	0	0	0	0	0	0	0	0	0	0	0
OTU224	1	0	70	31	0	0	0	0	0	0	0	0	0	19	0	0	0
OTU225	0	0	0	0	95	0	0	0	0	1	0	0	0	0	0	0	0
OTU226	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU227	0	0	2	2	2	0	81	0	0	1	5	0	0	0	0	11	2
OTU228	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
OTU23	0	0	1	2545	80	0	6	0	2	1	0	0	0	0	0	0	0
OTU230	0	0	3	91	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
OTU232	0	95	0	4	0	0	0	0	0	0	0	0	0	169	0	0	93
OTU233	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
OTU235	0	0	0	0	0	0	0	0	8	1	90	0	0	0	0	0	0
