#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11	Taxonomy
OTU538	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Radulidium
OTU539	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8600|JN847503|SH0759684.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Scytalidium,s:Scytalidium circinatum
OTU540	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU541	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|OM169224|SH0730692.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU542	0	0	0	0	14	0	0	0	3	2	2	0	0	0	0	1	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Erythrobasidiales,f:Erythrobasidiaceae,g:Erythrobasidium
OTU543	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU547	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota
OTU548	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU549	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	SS|1.0000|KR912279|SH0911868.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Sporobolomyces,s:Sporobolomyces carnicolor
OTU550	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia
OTU551	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Bullanockia,s:Bullanockia australis
OTU552	0	0	0	1	1	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|OP847199|SH0962330.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Cladosporiales,f:Cladosporiaceae,g:Toxicocladosporium
OTU553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	SS|0.9600|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Metschnikowia,s:Metschnikowia viticola
OTU554	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|0.9500|None;k:Fungi
OTU555	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	GS|99.0|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Niessliaceae,g:Niesslia,s:Niesslia tenuis
OTU556	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MN521520|SH1037084.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae
OTU557	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8200|None;k:Fungi
OTU558	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Coniophoraceae,g:Coniophora,s:Coniophora marmorata
OTU559	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU560	0	0	0	5	16	0	0	0	7	0	0	0	0	0	0	0	0	SS|0.9300|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Zasmidium,s:Zasmidium aporusae
OTU561	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Muyocopronales,f:Muyocopronaceae,g:Arxiella
OTU562	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Diutina,s:Diutina ranongensis
OTU563	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae,g:Blastobotrys,s:Blastobotrys attinorum
OTU564	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU565	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota
OTU566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	SS|1.0000|OR178473|SH1032968.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae
OTU568	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	SS|1.0000|LC617352|SH0888926.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Lodderomyces,s:Lodderomyces elongisporus
OTU569	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.8000|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Neodevriesiaceae
OTU572	0	2	1	15	6	0	4	0	0	0	0	0	0	0	1	0	0	SS|1.0000|MW764294|SH1041759.10FU;k:Fungi
OTU573	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU574	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU575	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KJ411618|SH1039416.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Zygosporiaceae,g:Zygosporium,s:Zygosporium oscheoides
OTU576	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU577	0	0	0	0	2	0	0	0	2	1	6	0	0	0	0	0	0	SS|0.8300|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,f:Acrospermaceae,g:Acrospermum,s:Acrospermum maxonii
OTU578	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi
OTU579	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Sebacinaceae,g:Chaetospermum
OTU580	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|UDB05237962|SH1008783.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Dipodascus
OTU581	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	1	SS|0.9300|KJ170306|SH0904553.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala,s:Exophiala pisciphila
OTU583	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Stachybotrys,s:Stachybotrys aloicola
OTU584	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU585	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU586	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU587	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KY934060|SH0855393.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Montagnula,s:Montagnula chromolaenicola
OTU588	0	0	0	0	0	0	6	0	0	0	4	0	0	1	0	1	0	SS|0.9100|KX610114|SH0931818.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola
OTU589	0	0	1	0	16	0	4	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KM233270|SH0856386.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	SS|1.0000|None;k:Fungi
OTU591	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|None;k:Fungi
OTU592	0	0	1	0	0	0	0	0	7	5	0	0	0	0	0	0	0	SS|0.9900|KT377471|SH0730979.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU593	0	0	1	19	4	0	0	0	3	0	0	0	0	0	0	0	0	SS|0.9100|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU594	0	0	2	1	0	0	0	0	0	1	3	0	0	1	0	2	2	SS|0.9900|KU582015|SH0983513.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Phragmocapnias,s:Phragmocapnias plumeriae
OTU595	0	0	0	2	16	0	0	0	0	5	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella,s:Kockovaella calophylli
OTU596	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9300|LC617352|SH0888926.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU597	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU598	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pyrenochaetopsidaceae,g:Pyrenochaetopsis,s:Pyrenochaetopsis confluens
OTU599	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|MH381811|SH1007266.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Apiosporaceae,g:Nigrospora,s:Nigrospora chinensis
OTU600	0	4	1	3	0	0	0	0	0	0	0	0	0	0	1	2	1	SS|0.9500|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella
OTU601	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Strelitziana,s:Strelitziana africana
OTU602	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	SS|1.0000|KP309974|SH1035518.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Microdochium,s:Microdochium paspali
OTU603	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus thailandensis
OTU604	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8100|KR873250|SH1021704.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula,s:Torula hollandica
OTU605	0	0	0	0	8	0	7	0	0	2	0	0	0	0	0	0	0	SS|1.0000|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU606	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|DQ683112|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU607	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Sclerotiniaceae,g:Amphobotrys,s:Amphobotrys ricini
OTU608	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	SS|0.9600|KR534691|SH1039699.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae
OTU609	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8900|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,f:Acrospermaceae
OTU611	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Melanconiellaceae,g:Melanconiella
OTU612	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|MG554257|SH0883628.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Dissoconiaceae,g:Ramichloridium
OTU613	0	0	1	1	10	0	0	0	1	0	0	0	0	0	0	0	0	SS|0.9800|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora thailandica
OTU614	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|HQ846575|SH1039283.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Microdochium
OTU615	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|KC595300|SH0933346.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Microdochiaceae,g:Microdochium
OTU616	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|LR961654|SH0989897.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU617	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Periconiaceae,g:Periconia,s:Periconia pseudobyssoides
OTU618	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	SS|1.0000|JN255493|SH0887053.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU619	0	0	1	4	12	0	0	0	0	0	0	0	0	0	0	0	1	GDL|98.4|MN745296|SH0996590.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae
OTU620	0	0	3	9	3	0	0	0	0	0	2	0	0	0	1	2	1	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU621	0	0	0	0	2	0	0	0	3	6	1	0	0	0	0	0	0	SS|0.9800|MW679680|SH0940214.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium copticola
OTU623	0	0	2	0	0	0	5	0	0	0	5	0	0	0	0	0	0	GS|97.3|JX387575|SH0943087.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae
OTU624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	GS|0.0|None;No hit
OTU625	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.9300|KM265099|SH1039637.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Myrotheciomycetaceae,g:Trichothecium,s:Trichothecium roseum
OTU626	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Kockovaella
OTU627	0	0	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi
OTU628	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9200|MK089542|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales
OTU629	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU630	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU631	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium variratense
OTU632	0	0	3	0	8	0	0	0	1	0	0	0	0	0	0	0	0	GS|99.5|KP145234|SH0925030.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum scovillei
OTU634	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Acrodontium,s:Acrodontium luzulae
OTU636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	SS|0.8600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU637	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Acrospermales,f:Acrospermaceae
OTU639	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU640	0	0	2	0	4	0	0	0	0	0	5	0	0	0	0	0	0	SS|1.0000|KF493909|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Acremonium,s:Acremonium citrinum
OTU641	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	SS|0.9800|KU581093|SH1043932.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU642	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Erysiphaceae,g:Golovinomyces,s:Golovinomyces ambrosiae
OTU643	0	0	9	0	0	0	0	0	1	2	0	0	0	0	0	0	0	SS|1.0000|KU872835|SH1039655.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU644	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	SS|0.9900|MW764294|SH1041759.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU645	0	0	1	2	3	0	2	0	2	1	0	0	0	0	0	1	1	SS|1.0000|MT452522|SH0937374.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma
OTU647	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU648	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8000|None;k:Fungi,p:Ascomycota
OTU649	0	0	1	8	0	0	0	0	0	2	0	0	0	0	0	0	0	SS|1.0000|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae
OTU650	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	SS|0.9400|None;k:Fungi
OTU651	0	0	0	12	2	0	0	0	4	0	4	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Brycekendrickomyces,s:Brycekendrickomyces acaciae
OTU652	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Omphalotaceae,g:Marasmiellus,s:Marasmiellus paspali
OTU653	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	SS|1.0000|KU581842|SH1000515.10FU;k:Fungi
OTU654	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU655	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	GS|98.0|KJ706856|SH0889326.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Yarrowia,s:Yarrowia lipolytica
OTU656	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	6	3	SS|0.8300|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Zymoseptoria
OTU657	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|KX279858|SH0949598.10FU;k:Fungi
OTU658	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|LC769427|SH0940757.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae
OTU659	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota
OTU660	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU661	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	SS|1.0000|ON712446|SH0857502.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU662	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Genolevuria,s:Genolevuria amylolytica
OTU664	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Orbiliomycetes,o:Orbiliales,f:Orbiliaceae
OTU665	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU666	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.8800|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU667	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU668	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleraceae,g:Bullera,s:Bullera penniseticola
OTU669	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	SS|1.0000|U18961|SH0740252.10FU;k:Fungi
OTU670	0	0	1	15	13	0	0	0	6	0	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Neoceratosperma,s:Neoceratosperma yunnanense
OTU671	0	0	1	12	12	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MN521520|SH1037084.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae
OTU672	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KU872835|SH1039655.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU674	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KX268664|SH0886968.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Yamadazyma
OTU675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	SS|0.8300|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU676	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	SS|1.0000|KT207287|SH0971971.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae
OTU677	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
OTU678	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MN338567|SH1012883.10FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales
OTU680	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	GS|100.0|UDB04054357|SH0939434.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium brevicompactum
OTU682	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU683	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae,g:Furcasterigmium,s:Furcasterigmium furcatum
OTU684	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9300|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
