#OTU ID	B-11SVH-11	B-11SVP-11S	B-12TFH-12	B-12TFP-12T	B-8NMP-8P	B-SVH1-Q1	B-SVH13-Q13	B-SVH15-Q15	B-SVH2-Q2	B-SVH3-Q3	B-SVH4-Q4	B-SVH9-Q9	B-VEN-B12	B-VEN-D9	B-VEN-E10	B-VEN-F10	B-VEN-H11	Taxonomy
OTU395	0	0	0	0	1	0	23	0	0	0	1	0	0	0	0	0	0	SS|1.0000|MK431051|SH0968271.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Pseudopithomyces,s:Pseudopithomyces chartarum
OTU396	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pyrenochaetopsidaceae,g:Pyrenochaetopsis
OTU397	0	0	2	24	0	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.9800|KJ706738|SH0866639.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU398	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9500|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU399	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	SS|0.9700|KX279858|SH0949598.10FU;k:Fungi
OTU400	0	0	2	23	33	0	1	0	0	0	12	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora eucalypti
OTU401	0	0	2	0	0	0	25	0	0	0	1	0	0	1	1	2	2	SS|1.0000|KC965459|SH1039340.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
OTU403	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|None;k:Fungi
OTU404	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8500|KU581842|SH1000515.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Hyweljonesia,s:Hyweljonesia queenslandica
OTU405	0	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	SS|0.9800|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,g:Radulidium
OTU406	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8000|KT207288|SH0972320.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Pseudocercospora,s:Pseudocercospora norchiensis
OTU407	0	0	1	3	2	0	1	0	1	0	5	0	1	2	4	6	10	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,f:Symmetrosporaceae,g:Symmetrospora,s:Symmetrospora suhii
OTU408	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU409	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MW764898|SH0904927.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU410	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8700|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
OTU411	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	GS|0.0|None;No hit
OTU412	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Trechisporales,f:Hydnodontaceae,g:Sistotremastrum,s:Sistotremastrum aculeocrepitans
OTU413	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9200|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Knufia
OTU414	4	0	0	4	9	6	0	0	2	2	0	0	0	0	0	0	0	SS|0.8600|OW983919|SH0739436.10FU;k:Fungi,p:Ascomycota
OTU415	0	0	0	0	13	0	0	0	0	8	11	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema leoncinii
OTU416	0	0	0	0	16	0	0	0	2	7	0	0	0	0	0	0	0	SS|0.8700|None;k:Fungi,p:Ascomycota,c:Laboulbeniomycetes,o:Pyxidiophorales,f:Pyxidiophoraceae
OTU417	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU418	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KC869700|SH0849016.10FU;k:Fungi,p:Rozellomycota
OTU419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU420	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9100|HQ655817|SH0916816.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU421	15	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|MN133874|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU423	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MK801352|SH0940426.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU424	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Plectosphaerellaceae
OTU425	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|MN745296|SH0996590.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Leptobacillium
OTU426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	SS|0.8100|GU126453|SH1031664.10FU;k:Fungi,p:Ascomycota
OTU428	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Cuniculitremaceae,g:Fellomyces,s:Fellomyces horovitziae
OTU429	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Yarrowia,s:Yarrowia divulgata
OTU430	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JX862206|SH1027543.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae
OTU431	0	0	0	0	0	0	0	0	1	2	21	0	0	0	0	0	0	SS|0.8400|KX279858|SH0949598.10FU;k:Fungi
OTU432	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	39	0	SS|0.9900|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella
OTU433	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8200|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella
OTU434	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales
OTU435	0	0	1	0	0	0	0	0	0	0	36	0	0	0	0	0	0	SS|1.0000|KU581649|SH0925661.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia shakazului
OTU436	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KJ411618|SH1039416.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales
OTU437	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Brycekendrickomyces,s:Brycekendrickomyces acaciae
OTU438	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MZ506691|SH1039703.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Phialophora,s:Phialophora geniculata
OTU439	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MH381811|SH1007266.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Apiosporaceae,g:Nigrospora
OTU440	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|UDB03768263|SH0767731.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium paxilli
OTU441	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU442	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	SS|0.8900|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU443	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU444	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Pisorisporiales,g:Brocchiosphaera
OTU445	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	SS|1.0000|KU581093|SH1043932.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Neodevriesiaceae,g:Neodevriesia,s:Neodevriesia shakazului
OTU446	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU448	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KR779913|SH0798246.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
OTU449	0	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	SS|0.8400|JQ425407|SH1016454.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema,s:Papiliotrema odontotermitis
OTU450	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|100.0|OP821146|SH1008794.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU451	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9400|OR690639|SH0731064.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Coniocessiaceae,g:Coniocessia
OTU452	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9600|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU453	0	0	0	2	15	0	0	0	3	6	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU454	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.5|HQ228329|SH0939727.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium citreonigrum
OTU455	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	2	0	SS|1.0000|JN192381|SH0966985.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae
OTU456	0	0	3	0	10	0	0	0	2	3	10	0	0	0	0	0	0	SS|1.0000|HQ445902|SH0730866.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU457	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Cystofilobasidiaceae,g:Cystofilobasidium,s:Cystofilobasidium infirmominiatum
OTU458	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	SS|0.9400|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU459	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	SS|0.9100|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Coniothyriaceae,g:Ochrocladosporium,s:Ochrocladosporium frigidarii
OTU460	0	0	0	18	2	0	0	0	2	0	1	0	0	0	0	0	0	SS|1.0000|MF346767|SH0755482.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Coniothyriaceae,g:Coniothyrium,s:Coniothyrium sidae
OTU461	0	0	0	0	39	0	7	0	0	0	0	0	0	0	0	0	0	SS|0.8400|MH381811|SH1007266.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Amphisphaeriales,f:Apiosporaceae,g:Nigrospora,s:Nigrospora magnoliae
OTU462	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|KX034383|SH0870045.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	GS|0.0|None;No hit
OTU464	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU465	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU466	0	0	0	0	4	0	14	0	1	0	1	0	0	0	0	0	1	SS|0.8800|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Clonostachys,s:Clonostachys eriocamporesii
OTU467	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.2|MK079251|SH1008800.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum candidum
OTU468	0	0	0	0	2	0	0	0	21	17	0	0	0	0	0	1	0	SS|0.9200|MK089542|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae
OTU469	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	SS|0.9600|KX034383|SH0870045.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU470	0	0	0	0	7	0	0	0	1	0	15	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU471	0	0	0	0	0	0	15	0	1	0	0	1	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU472	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	SS|0.8100|MN497403|SH0898310.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Stilbocrea,s:Stilbocrea walteri
OTU473	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU474	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Trichomonascaceae,g:Blastobotrys
OTU475	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KC595293|SH0843600.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae
OTU476	0	0	1	16	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU478	0	1	0	5	0	0	0	0	1	1	4	0	0	0	2	4	1	SS|0.9800|KU582068|SH0983458.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Capnodiaceae,g:Capnodium
OTU480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	SS|0.8400|GU126453|SH1031664.10FU;k:Fungi
OTU481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	GS|0.0|None;No hit
OTU482	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	GS|0.0|None;No hit
OTU484	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	SS|0.9900|MW537736|SH0840318.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Striaticonidium,s:Striaticonidium humicola
OTU485	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|MW764294|SH1041759.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU486	0	0	0	0	0	0	0	0	14	6	3	0	0	0	0	0	0	GS|89.7|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU487	0	0	13	3	0	0	0	0	0	0	1	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Phaeomoniellales,f:Celotheliaceae,g:Nothophaeomoniella,s:Nothophaeomoniella ekebergiae
OTU488	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU489	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	SS|0.9400|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU490	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	SS|0.8100|KT377471|SH0730979.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusicolla,s:Fusicolla quarantenae
OTU491	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9900|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Teratosphaeriaceae,g:Hyweljonesia,s:Hyweljonesia indica
OTU492	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9700|MW356761|SH1011144.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	GS|0.0|None;No hit
OTU494	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	SS|0.9800|KR873250|SH1021704.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula,s:Torula chromolaenae
OTU495	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,g:Digitopodium,s:Digitopodium tectonae
OTU497	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9200|MN448344|SH0740128.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Lecanicillium,s:Lecanicillium antillanum
OTU498	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8800|MK089542|SH0767632.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU499	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|LC784109|SH0934575.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Pithoascus,s:Pithoascus nidicola
OTU500	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU501	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae,g:Hermetothecium,s:Hermetothecium mikaniae-micranthae
OTU502	0	1	0	1	39	0	12	0	0	0	0	0	0	0	0	0	0	SS|1.0000|OR690639|SH0731064.10FU;k:Fungi
OTU503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	SS|0.8800|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota
OTU504	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	GS|93.1|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU505	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.8300|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU506	0	0	2	0	0	0	0	0	2	0	16	0	0	0	0	0	0	GS|100.0|OR053744|SH0940342.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus flavus
OTU507	0	0	0	7	0	0	0	0	7	0	8	0	0	0	0	0	0	SS|1.0000|LR961654|SH0989897.10FU;k:Fungi
OTU508	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	SS|0.9000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales
OTU509	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JN847503|SH0759684.10FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Scytalidium
OTU510	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	13	GS|100.0|MG211385|SH0877523.10FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula paludigena
OTU511	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	SS|0.9800|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota
OTU513	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi
OTU514	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi
OTU515	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU516	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Tzeananiaceae,g:Tzeanania
OTU517	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	SS|0.9000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU518	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
OTU519	0	0	0	7	0	0	0	0	8	4	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Hannaella
OTU520	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora
OTU521	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	14	SS|1.0000|KR779913|SH0798246.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Metschnikowiaceae,g:Clavispora
OTU522	0	0	0	0	0	0	0	0	1	1	32	0	0	0	0	0	0	SS|0.9500|KU581919|SH0851407.10FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU523	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9000|KJ411618|SH1039416.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU524	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU525	0	0	1	1	5	0	0	0	1	2	3	0	0	0	1	5	2	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Strelitziana
OTU528	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	SS|1.0000|KJ170306|SH0904553.10FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae
OTU531	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Monascus
OTU532	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	1	SS|0.9500|JQ425407|SH1016454.10FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Rhynchogastremaceae,g:Papiliotrema
OTU533	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	SS|0.9900|None;k:Fungi,p:Ascomycota
OTU534	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	SS|1.0000|JX320835|SH0951095.10FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	SS|0.9200|GU126453|SH1031664.10FU;k:Fungi
OTU536	0	0	1	4	6	0	5	0	0	0	1	0	0	0	0	0	1	SS|1.0000|None;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora macarangae
OTU537	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.6|KX279858|SH0949598.10FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Pichia,s:Pichia membranifaciens
